TRINITY_DN4864_c0_g1_i1	sp|Q94738|HSP97_MESFR	3e-23
TRINITY_DN331_c0_g1_i1	sp|P17074|RS19_RAT	1e-52
TRINITY_DN8385_c0_g1_i1	sp|A6MW33|PSBN_RHDSA	2e-11
TRINITY_DN5997_c0_g1_i1	sp|P08212|ATPH_PEA	9e-23
TRINITY_DN8134_c0_g1_i1	sp|Q6WZ17|NGB_PIG	8e-09
TRINITY_DN7573_c0_g1_i1	sp|Q8C0Q4|NEK11_MOUSE	1e-11
TRINITY_DN5381_c0_g1_i1	sp|Q5REN2|PSA1_PONAB	6e-33
TRINITY_DN10963_c0_g1_i1	sp|P27463|AL1A1_CHICK	2e-27
TRINITY_DN13092_c0_g1_i1	sp|Q4QQU7|GRTP1_RAT	6e-09
TRINITY_DN633_c0_g1_i2	sp|P41383|TBA2_PATVU	1e-70
TRINITY_DN6702_c0_g1_i1	sp|Q6UX71|PXDC2_HUMAN	1e-23
TRINITY_DN12627_c0_g1_i1	sp|Q91WJ8|FUBP1_MOUSE	3e-10
TRINITY_DN10310_c0_g1_i1	sp|Q8RXK6|RH8_ARATH	4e-27
TRINITY_DN13524_c0_g1_i1	sp|Q14168|MPP2_HUMAN	1e-25
TRINITY_DN6838_c0_g1_i1	sp|Q99733|NP1L4_HUMAN	5e-27
TRINITY_DN3475_c0_g1_i1	sp|O00141|SGK1_HUMAN	1e-12
TRINITY_DN4422_c0_g1_i1	sp|A8JUV0|SBNO_DROME	1e-19
TRINITY_DN12294_c0_g1_i1	sp|Q96AY4|TTC28_HUMAN	2e-25
TRINITY_DN4433_c0_g1_i1	sp|Q6PCN3|TTBK1_MOUSE	8e-33
TRINITY_DN9692_c0_g1_i1	sp|Q6GMG8|LITAF_DANRE	2e-05
TRINITY_DN973_c0_g1_i1	sp|P62890|RL30_RAT	4e-50
TRINITY_DN8697_c0_g1_i1	sp|Q6NWY9|PR40B_HUMAN	2e-29
TRINITY_DN7250_c0_g1_i1	sp|Q9N0V7|CBS_RABIT	4e-44
TRINITY_DN4705_c0_g1_i1	sp|P00921|CAH2_BOVIN	1e-05
TRINITY_DN10731_c0_g1_i1	sp|Q8T882|TADH_ARAIR	1e-24
TRINITY_DN8830_c0_g1_i1	sp|O35375|NRP2_MOUSE	1e-05
TRINITY_DN9589_c0_g1_i1	sp|O15945|ARNT_DROME	8e-10
TRINITY_DN12996_c0_g1_i1	sp|Q1KVY0|ATPH_TETOB	4e-31
TRINITY_DN13574_c0_g1_i1	sp|Q86BA1|MICAL_DROME	1e-20
TRINITY_DN7392_c0_g1_i1	sp|O00160|MYO1F_HUMAN	1e-06
TRINITY_DN5673_c0_g1_i1	sp|Q9H4G4|GAPR1_HUMAN	1e-10
TRINITY_DN12062_c0_g1_i1	sp|Q9VBP3|TNKS_DROME	2e-21
TRINITY_DN4532_c0_g1_i1	sp|Q6ZQ93|UBP34_MOUSE	5e-06
TRINITY_DN4409_c0_g1_i1	sp|P42694|HELZ_HUMAN	6e-19
TRINITY_DN11562_c0_g1_i1	sp|Q96NL6|SCLT1_HUMAN	3e-08
TRINITY_DN11822_c0_g1_i1	sp|Q5WR10|DX39B_CANLF	4e-36
TRINITY_DN12043_c0_g1_i1	sp|Q8IY21|DDX60_HUMAN	5e-05
TRINITY_DN5344_c0_g1_i1	sp|O57592|RL7A_TAKRU	2e-34
TRINITY_DN2970_c0_g1_i1	sp|Q9UK53|ING1_HUMAN	8e-09
TRINITY_DN37_c0_g1_i2	sp|P70335|ROCK1_MOUSE	9e-28
TRINITY_DN7052_c0_g1_i1	sp|Q14692|BMS1_HUMAN	4e-11
TRINITY_DN13637_c0_g1_i1	sp|P26369|U2AF2_MOUSE	9e-25
TRINITY_DN12815_c0_g1_i1	sp|Q5EA33|ANR49_BOVIN	1e-14
TRINITY_DN12116_c0_g1_i1	sp|O95271|TNKS1_HUMAN	4e-13
TRINITY_DN6436_c0_g1_i1	sp|Q95V84|RL38_BRABE	3e-23
TRINITY_DN13511_c0_g1_i1	sp|Q6PB70|ANO8_MOUSE	2e-05
TRINITY_DN4298_c0_g1_i1	sp|O60264|SMCA5_HUMAN	2e-25
TRINITY_DN9685_c0_g1_i1	sp|P0CF65|CRBN_CHICK	3e-10
TRINITY_DN8046_c0_g1_i1	sp|Q9VZS3|ETIF1_DROME	8e-15
TRINITY_DN6787_c0_g1_i1	sp|Q9Y4A5|TRRAP_HUMAN	7e-19
TRINITY_DN6000_c0_g1_i1	sp|A3KN83|SBNO1_HUMAN	2e-13
TRINITY_DN4909_c0_g1_i1	sp|P04146|COPIA_DROME	2e-13
TRINITY_DN10714_c0_g1_i1	sp|Q3UN02|LCLT1_MOUSE	9e-35
TRINITY_DN12085_c0_g1_i1	sp|Q14190|SIM2_HUMAN	2e-20
TRINITY_DN6946_c0_g1_i1	sp|P55833|RS27_HOMAM	2e-45
TRINITY_DN13509_c0_g1_i1	sp|B3EWZ5|MLRP1_ACRMI	2e-17
TRINITY_DN3307_c0_g1_i1	sp|Q8IVV2|LOXH1_HUMAN	3e-10
TRINITY_DN3127_c0_g1_i1	sp|Q6MG55|ABHGA_RAT	3e-13
TRINITY_DN7330_c0_g1_i1	sp|P81274|GPSM2_HUMAN	2e-15
TRINITY_DN7649_c0_g1_i1	sp|A0A0R4I9Y1|R213B_DANRE	4e-12
TRINITY_DN7350_c0_g1_i1	sp|Q9C9K1|CB7_ARATH	9e-05
TRINITY_DN9960_c0_g1_i1	sp|Q9H8H3|MET7A_HUMAN	7e-05
TRINITY_DN10837_c0_g1_i1	sp|Q64512|PTN13_MOUSE	8e-13
TRINITY_DN8083_c0_g1_i1	sp|P21573|YBOX1_XENLA	5e-12
TRINITY_DN3192_c0_g1_i1	sp|Q6NTU3|TI16A_XENLA	5e-18
TRINITY_DN3187_c0_g1_i1	sp|O57683|SF3B1_XENLA	7e-11
TRINITY_DN12744_c0_g1_i1	sp|P20965|PABPA_XENLA	4e-80
TRINITY_DN9871_c0_g1_i1	sp|F1QGW6|IF2G_DANRE	9e-39
TRINITY_DN8215_c0_g1_i1	sp|P39922|MYS3_HYDVU	1e-24
TRINITY_DN4673_c0_g1_i1	sp|B2GV05|RBM5_RAT	3e-08
TRINITY_DN4375_c0_g1_i1	sp|Q6VTH5|RSPH1_CYPCA	3e-32
TRINITY_DN298_c0_g1_i1	sp|A7MBH5|CC151_BOVIN	2e-09
TRINITY_DN12111_c0_g1_i1	sp|Q58D05|TRAD1_BOVIN	5e-17
TRINITY_DN13921_c0_g1_i1	sp|Q9NW82|WDR70_HUMAN	2e-37
TRINITY_DN4680_c0_g1_i1	sp|P35085|CBPP_DICDI	5e-05
TRINITY_DN4370_c0_g1_i1	sp|Q5ZK62|ACAP2_CHICK	4e-29
TRINITY_DN9520_c0_g1_i1	sp|A0A2R8QCI3|DAPLE_DANRE	8e-10
TRINITY_DN1301_c0_g1_i1	sp|Q14703|MBTP1_HUMAN	4e-21
TRINITY_DN12883_c0_g1_i1	sp|A6H7H1|F120A_BOVIN	2e-13
TRINITY_DN3969_c0_g1_i1	sp|Q25532|VATG_MANSE	5e-06
TRINITY_DN6737_c0_g1_i1	sp|Q28653|2A5D_RABIT	4e-36
TRINITY_DN133_c0_g1_i1	sp|Q8LGG0|FKB12_ARATH	4e-25
TRINITY_DN10424_c0_g1_i1	sp|O35116|CTND2_RAT	9e-26
TRINITY_DN10514_c0_g1_i1	sp|Q8IZ69|TRM2A_HUMAN	4e-11
TRINITY_DN6703_c0_g1_i1	sp|Q96I24|FUBP3_HUMAN	3e-07
TRINITY_DN3808_c0_g1_i1	sp|O93279|A4_TAKRU	3e-05
TRINITY_DN9497_c0_g1_i1	sp|Q8K337|I5P2_MOUSE	9e-20
TRINITY_DN5004_c0_g1_i1	sp|Q28GP0|CD033_XENTR	2e-08
TRINITY_DN8532_c0_g1_i1	sp|A7SM54|UFC1_NEMVE	8e-69
TRINITY_DN183_c0_g1_i1	sp|Q62186|SSRD_MOUSE	1e-33
TRINITY_DN7552_c0_g1_i1	sp|Q8N7B6|PACRL_HUMAN	6e-41
TRINITY_DN12756_c0_g1_i1	sp|Q99758|ABCA3_HUMAN	3e-56
TRINITY_DN3190_c0_g1_i1	sp|Q6P132|TXB1B_DANRE	2e-24
TRINITY_DN8878_c0_g1_i1	sp|P47840|RS12_XENLA	2e-28
TRINITY_DN4226_c0_g1_i1	sp|Q4R3D4|EF1D_MACFA	2e-35
TRINITY_DN12290_c0_g1_i1	sp|Q6CQE5|TAR1_KLULA	1e-06
TRINITY_DN4349_c0_g1_i1	sp|P41821|MID1_YEAST	4e-05
TRINITY_DN395_c0_g1_i1	sp|Q02391|GSLG1_CHICK	1e-15
TRINITY_DN3789_c0_g1_i1	sp|P47826|RLA0_CHICK	1e-18
TRINITY_DN4383_c0_g1_i1	sp|P25407|STI1L_PLAFA	2e-10
TRINITY_DN13249_c0_g1_i1	sp|Q9D439|CFA53_MOUSE	1e-07
TRINITY_DN8717_c0_g1_i1	sp|Q8N2C7|UNC80_HUMAN	7e-15
TRINITY_DN8469_c0_g1_i1	sp|Q9UPV0|CE164_HUMAN	5e-38
TRINITY_DN8626_c0_g1_i1	sp|Q37556|NU1M_METSE	5e-18
TRINITY_DN4643_c0_g1_i1	sp|A0JMQ9|ZRN1B_DANRE	6e-06
TRINITY_DN11792_c0_g1_i1	sp|Q5F3B1|MTG16_CHICK	2e-37
TRINITY_DN3205_c0_g1_i1	sp|Q96RW7|HMCN1_HUMAN	9e-05
TRINITY_DN7208_c0_g1_i1	sp|Q5R9I6|PSMD2_PONAB	1e-22
TRINITY_DN5941_c0_g1_i1	sp|C0HK71|IAA1_HETMG	3e-06
TRINITY_DN8553_c0_g1_i1	sp|Q95VY2|TCTP_BRABE	1e-18
TRINITY_DN4809_c0_g1_i1	sp|Q61371|IFT88_MOUSE	1e-22
TRINITY_DN5461_c0_g1_i1	sp|P29410|KAD2_RAT	8e-27
TRINITY_DN12279_c0_g1_i1	sp|Q80XC3|US6NL_MOUSE	2e-20
TRINITY_DN9555_c0_g1_i1	sp|P43091|HEM1_OPSTA	3e-18
TRINITY_DN11345_c0_g1_i1	sp|Q5VTR2|BRE1A_HUMAN	2e-06
TRINITY_DN7746_c0_g1_i1	sp|D4ACP5|RECQ5_RAT	3e-44
TRINITY_DN5758_c0_g1_i1	sp|Q66IH2|TBRG1_XENTR	1e-09
TRINITY_DN12055_c0_g1_i1	sp|Q9NZJ4|SACS_HUMAN	6e-21
TRINITY_DN2955_c0_g1_i1	sp|Q91V37|VATO_MOUSE	6e-08
TRINITY_DN12213_c0_g1_i1	sp|Q8VHK1|CSKI2_MOUSE	9e-20
TRINITY_DN7912_c0_g1_i1	sp|Q8BQC3|IGDC3_MOUSE	4e-06
TRINITY_DN73_c0_g1_i1	sp|Q9H1H9|KI13A_HUMAN	5e-42
TRINITY_DN5182_c0_g1_i1	sp|Q00839|HNRPU_HUMAN	6e-23
TRINITY_DN12891_c0_g1_i1	sp|Q35099|NU5M_METSE	2e-13
TRINITY_DN1207_c0_g1_i1	sp|Q96AY4|TTC28_HUMAN	3e-05
TRINITY_DN7722_c0_g1_i1	sp|P23249|MOV10_MOUSE	5e-35
TRINITY_DN13713_c0_g1_i1	sp|P18699|TBB_LYMST	2e-16
TRINITY_DN7404_c0_g1_i1	sp|Q62441|TLE4_MOUSE	7e-38
TRINITY_DN8019_c0_g1_i1	sp|D3YY23|LONF1_MOUSE	1e-19
TRINITY_DN10802_c0_g1_i1	sp|P31942|HNRH3_HUMAN	1e-10
TRINITY_DN9733_c0_g1_i1	sp|B3RFR8|HYDMA_HYDVU	4e-17
TRINITY_DN7765_c0_g1_i1	sp|Q5EA11|TTC4_BOVIN	1e-13
TRINITY_DN7493_c0_g1_i1	sp|Q8CIG9|FBXL8_MOUSE	6e-09
TRINITY_DN14051_c0_g1_i1	sp|P22457|FA7_BOVIN	7e-15
TRINITY_DN13161_c0_g1_i1	sp|P32251|ADRA2_CARAU	1e-07
TRINITY_DN12684_c0_g1_i1	sp|Q6PBI5|RS25_DANRE	1e-40
TRINITY_DN10460_c0_g1_i1	sp|Q28G87|LARP7_XENTR	4e-21
TRINITY_DN12987_c0_g1_i1	sp|Q5R6P6|GMFB_PONAB	3e-10
TRINITY_DN4618_c0_g1_i1	sp|Q96RR4|KKCC2_HUMAN	2e-26
TRINITY_DN11976_c0_g1_i1	sp|Q91783|KI11A_XENLA	8e-33
TRINITY_DN6687_c0_g1_i1	sp|Q8WVE7|T170A_HUMAN	1e-18
TRINITY_DN7289_c0_g1_i1	sp|Q8QG64|RBX1_SALSA	7e-60
TRINITY_DN14192_c0_g1_i1	sp|Q4H4B6|SCRIB_DANRE	1e-26
TRINITY_DN6451_c0_g1_i1	sp|Q5R7N3|CLPX_PONAB	4e-56
TRINITY_DN4609_c0_g1_i1	sp|Q27607|DPOG1_DROME	7e-27
TRINITY_DN7280_c0_g1_i1	sp|P51812|KS6A3_HUMAN	4e-63
TRINITY_DN14112_c0_g1_i1	sp|Q8R179|KBTB4_MOUSE	2e-06
TRINITY_DN1110_c0_g1_i1	sp|Q08170|SRSF4_HUMAN	6e-45
TRINITY_DN14775_c0_g1_i1	sp|Q96LJ7|DHRS1_HUMAN	5e-09
TRINITY_DN14033_c0_g1_i1	sp|P42696|RBM34_HUMAN	3e-22
TRINITY_DN6432_c0_g1_i1	sp|P31674|RS15_ORYSJ	2e-44
TRINITY_DN7212_c0_g1_i1	sp|Q5S003|SPG17_MOUSE	1e-11
TRINITY_DN12633_c0_g1_i1	sp|Q4H4B6|SCRIB_DANRE	9e-43
TRINITY_DN11379_c0_g1_i1	sp|Q86Y13|DZIP3_HUMAN	2e-10
TRINITY_DN9748_c0_g1_i1	sp|Q803X4|DCA13_DANRE	1e-43
TRINITY_DN14125_c0_g1_i1	sp|Q7Z6Z7|HUWE1_HUMAN	1e-39
TRINITY_DN14005_c0_g1_i1	sp|Q96EP0|RNF31_HUMAN	1e-05
TRINITY_DN3754_c0_g1_i1	sp|Q6PB44|PTN23_MOUSE	3e-09
TRINITY_DN14645_c0_g1_i1	sp|Q9HAV0|GBB4_HUMAN	2e-29
TRINITY_DN5711_c0_g1_i1	sp|Q8BFQ2|T229B_MOUSE	1e-27
TRINITY_DN10755_c0_g1_i1	sp|Q0P678|ZCH18_MOUSE	5e-12
TRINITY_DN3409_c0_g1_i1	sp|P10707|CB2D_SOLLC	2e-09
TRINITY_DN1284_c0_g1_i1	sp|Q969P6|TOP1M_HUMAN	1e-39
TRINITY_DN1445_c0_g1_i1	sp|Q62770|UN13C_RAT	4e-45
TRINITY_DN6262_c0_g1_i1	sp|C0HK23|SML_SCONI	7e-06
TRINITY_DN8068_c0_g1_i1	sp|Q21355|GST4_CAEEL	1e-14
TRINITY_DN4619_c0_g1_i1	sp|Q863I2|OXSR1_PIG	2e-41
TRINITY_DN3888_c0_g1_i1	sp|P08110|ENPL_CHICK	8e-14
TRINITY_DN3463_c0_g1_i1	sp|A7SMR1|EIF3D_NEMVE	3e-08
TRINITY_DN13540_c0_g1_i1	sp|O43808|PM34_HUMAN	2e-20
TRINITY_DN10064_c0_g1_i1	sp|Q9ULT8|HECD1_HUMAN	1e-40
TRINITY_DN10428_c0_g1_i1	sp|B8UU78|ELP_ACRMI	8e-19
TRINITY_DN3505_c0_g1_i1	sp|P26231|CTNA1_MOUSE	2e-26
TRINITY_DN13079_c0_g1_i1	sp|Q6PAJ1|BCR_MOUSE	1e-25
TRINITY_DN12737_c0_g1_i1	sp|Q8WXX0|DYH7_HUMAN	1e-10
TRINITY_DN11360_c0_g1_i1	sp|Q4V8C8|CDC73_RAT	3e-19
TRINITY_DN7014_c0_g1_i1	sp|P23508|CRCM_HUMAN	5e-05
TRINITY_DN8168_c0_g1_i1	sp|Q9UPN3|MACF1_HUMAN	4e-12
TRINITY_DN10404_c0_g1_i1	sp|Q9QXS1|PLEC_MOUSE	5e-12
TRINITY_DN13601_c0_g1_i1	sp|Q810B6|ANFY1_MOUSE	3e-07
TRINITY_DN3597_c0_g1_i1	sp|Q9P2E7|PCD10_HUMAN	1e-13
TRINITY_DN11801_c0_g1_i1	sp|Q42395|FCP_TRICV	8e-29
TRINITY_DN8991_c0_g1_i1	sp|P56276|MYLK_MELGA	7e-15
TRINITY_DN6761_c0_g1_i1	sp|B0VYY3|COX5A_OTOCR	3e-28
TRINITY_DN14647_c0_g1_i1	sp|Q8WZ42|TITIN_HUMAN	1e-09
TRINITY_DN7967_c0_g1_i1	sp|Q803C1|RNF8_DANRE	9e-15
TRINITY_DN3594_c0_g1_i1	sp|P11501|HS90A_CHICK	4e-33
TRINITY_DN3884_c0_g1_i1	sp|Q96Q15|SMG1_HUMAN	3e-11
TRINITY_DN7445_c0_g1_i1	sp|A6QLR4|FLOT2_BOVIN	4e-21
TRINITY_DN12791_c0_g1_i1	sp|A1L0Y5|SEP2B_XENTR	2e-53
TRINITY_DN6007_c0_g1_i1	sp|Q86PM4|FGFR_HYDVU	6e-37
TRINITY_DN5803_c0_g1_i1	sp|Q5R8H3|BAP31_PONAB	1e-11
TRINITY_DN12051_c0_g1_i1	sp|Q9CX00|IST1_MOUSE	7e-06
TRINITY_DN12813_c0_g1_i1	sp|Q9U8W7|TL5B_TACTR	5e-34
TRINITY_DN1561_c0_g1_i1	sp|Q7ZXP9|PYG1B_XENLA	1e-38
TRINITY_DN9776_c0_g1_i1	sp|P32780|TF2H1_HUMAN	3e-19
TRINITY_DN13335_c0_g1_i1	sp|Q1LUA6|TRIO_DANRE	2e-09
TRINITY_DN10060_c0_g1_i1	sp|Q99MA2|XPP2_RAT	1e-10
TRINITY_DN4800_c0_g1_i1	sp|Q5E9D0|IF2B_BOVIN	9e-10
TRINITY_DN9542_c0_g1_i1	sp|A6H619|PHRF1_MOUSE	3e-13
TRINITY_DN2956_c0_g1_i1	sp|S3D9F1|GLOL_GLAL2	3e-19
TRINITY_DN4633_c0_g1_i1	sp|Q7Z6Z7|HUWE1_HUMAN	6e-16
TRINITY_DN13344_c0_g1_i1	sp|O94916|NFAT5_HUMAN	3e-05
TRINITY_DN8300_c0_g1_i1	sp|Q6LAF1|H4_DENKL	1e-24
TRINITY_DN8098_c0_g1_i1	sp|A7RK30|QORL2_NEMVE	2e-19
TRINITY_DN11962_c0_g1_i1	sp|Q9H8H2|DDX31_HUMAN	6e-24
TRINITY_DN9834_c0_g1_i1	sp|Q9VK71|PDM2B_DROME	1e-08
TRINITY_DN3391_c0_g1_i1	sp|Q6P5F9|XPO1_MOUSE	9e-49
TRINITY_DN14688_c0_g1_i1	sp|Q5EE05|ABHD5_PIG	3e-22
TRINITY_DN2564_c0_g1_i1	sp|P42858|HD_HUMAN	5e-18
TRINITY_DN3421_c0_g1_i1	sp|O64464|PSB1_ORYSJ	2e-12
TRINITY_DN13400_c0_g1_i1	sp|P49750|YLPM1_HUMAN	5e-23
TRINITY_DN4202_c0_g1_i1	sp|Q3SYV4|CAP1_BOVIN	1e-16
TRINITY_DN10128_c0_g1_i1	sp|Q01341|ADCY6_MOUSE	3e-05
TRINITY_DN11675_c0_g1_i1	sp|O35085|ARX_MOUSE	2e-16
TRINITY_DN13274_c0_g1_i1	sp|Q5R9I5|SYDC_PONAB	4e-42
TRINITY_DN3479_c0_g1_i1	sp|P70619|GSHR_RAT	3e-29
TRINITY_DN13182_c0_g1_i1	sp|Q8NEZ4|KMT2C_HUMAN	3e-21
TRINITY_DN14394_c0_g1_i1	sp|O54990|PROM1_MOUSE	1e-06
TRINITY_DN10110_c0_g1_i1	sp|Q9DBH0|WWP2_MOUSE	1e-22
TRINITY_DN12820_c0_g1_i1	sp|O88379|BAZ1A_MOUSE	3e-09
TRINITY_DN8053_c0_g1_i1	sp|Q6P1S4|SYRC_XENTR	5e-32
TRINITY_DN9122_c0_g1_i1	sp|O08807|PRDX4_MOUSE	4e-61
TRINITY_DN339_c0_g1_i1	sp|Q98TR7|RS16_HETFO	5e-37
TRINITY_DN6141_c0_g1_i1	sp|P05933|CALM_SCHPO	1e-13
